5-STAR ARTIFACTS  (grouped by set, ordered Flower>Plume>Sands>Goblet>Circlet)
=============================================================================================
ID        Slot     Name                                             MainStat         Substats
92523     Plume    Wise Doctor's Pinion                             Flat ATK         3
23552     Plume    Wise Doctor's Pinion                             Flat ATK         4
24152     Plume    Wise Doctor's Pinion                             Flat ATK         4
24662     Plume    Wise Doctor's Pinion                             Flat ATK         4
92524     Plume    Wise Doctor's Pinion                             Flat ATK         4
23555     Sands    Moment of Cessation                              ATK%             4
24155     Sands    Moment of Cessation                              ATK%             4
24665     Sands    Moment of Cessation                              ATK%             4
92550     Sands    Moment of Cessation                              Any              0
92551     Sands    Moment of Cessation                              Any              1
92552     Sands    Moment of Cessation                              Any              2
92553     Sands    Moment of Cessation                              Any              3
92554     Sands    Moment of Cessation                              Any              4
92510     Goblet   Surpassing Cup                                   Any              0
92511     Goblet   Surpassing Cup                                   Any              1
92512     Goblet   Surpassing Cup                                   Any              2
92513     Goblet   Surpassing Cup                                   Any              3
92514     Goblet   Surpassing Cup                                   Any              4
23551     Goblet   Surpassing Cup                                   Physical DMG     4
24151     Goblet   Surpassing Cup                                   Physical DMG     4
24661     Goblet   Surpassing Cup                                   Physical DMG     4
92530     Circlet  Mocking Mask                                     Any              0
92531     Circlet  Mocking Mask                                     Any              1
92532     Circlet  Mocking Mask                                     Any              2
92533     Circlet  Mocking Mask                                     Any              3
92534     Circlet  Mocking Mask                                     Any              4
23558     Circlet  Mocking Mask                                     CRIT DMG         4
24663     Circlet  Mocking Mask                                     CRIT DMG         4
23553     Circlet  Mocking Mask                                     CRIT Rate        4
24153     Circlet  Mocking Mask                                     CRIT Rate        4

93543     Flower   Entangling Bloom                                 Flat HP          3
23564     Flower   Entangling Bloom                                 Flat HP          4
24194     Flower   Entangling Bloom                                 Flat HP          4
93544     Flower   Entangling Bloom                                 Flat HP          4
93523     Plume    Shaft of Remembrance                             Flat ATK         3
23562     Plume    Shaft of Remembrance                             Flat ATK         4
24192     Plume    Shaft of Remembrance                             Flat ATK         4
93524     Plume    Shaft of Remembrance                             Flat ATK         4
23565     Sands    Morning Dew's Moment                             ATK%             4
24195     Sands    Morning Dew's Moment                             ATK%             4
93553     Sands    Morning Dew's Moment                             Any              3
93554     Sands    Morning Dew's Moment                             Any              4
23561     Goblet   Hopeful Heart                                    ATK%             4
93513     Goblet   Hopeful Heart                                    Any              3
93514     Goblet   Hopeful Heart                                    Any              4
24191     Goblet   Hopeful Heart                                    Pyro DMG         4
93533     Circlet  Capricious Visage                                Any              3
93534     Circlet  Capricious Visage                                Any              4
23563     Circlet  Capricious Visage                                CRIT Rate        4
24193     Circlet  Capricious Visage                                CRIT Rate        4

94543     Flower   Magnificent Tsuba                                Flat HP          3
23574     Flower   Magnificent Tsuba                                Flat HP          4
24104     Flower   Magnificent Tsuba                                Flat HP          4
24204     Flower   Magnificent Tsuba                                Flat HP          4
24314     Flower   Magnificent Tsuba                                Flat HP          4
24604     Flower   Magnificent Tsuba                                Flat HP          4
24614     Flower   Magnificent Tsuba                                Flat HP          4
24624     Flower   Magnificent Tsuba                                Flat HP          4
24734     Flower   Magnificent Tsuba                                Flat HP          4
24774     Flower   Magnificent Tsuba                                Flat HP          4
24804     Flower   Magnificent Tsuba                                Flat HP          4
94544     Flower   Magnificent Tsuba                                Flat HP          4
94523     Plume    Sundered Feather                                 Flat ATK         3
23572     Plume    Sundered Feather                                 Flat ATK         4
24202     Plume    Sundered Feather                                 Flat ATK         4
24312     Plume    Sundered Feather                                 Flat ATK         4
24602     Plume    Sundered Feather                                 Flat ATK         4
24612     Plume    Sundered Feather                                 Flat ATK         4
24622     Plume    Sundered Feather                                 Flat ATK         4
24732     Plume    Sundered Feather                                 Flat ATK         4
24772     Plume    Sundered Feather                                 Flat ATK         4
24802     Plume    Sundered Feather                                 Flat ATK         4
94524     Plume    Sundered Feather                                 Flat ATK         4
23580     Sands    Storm Cage                                       ATK%             4
24105     Sands    Storm Cage                                       ATK%             4
94553     Sands    Storm Cage                                       Any              3
94554     Sands    Storm Cage                                       Any              4
23575     Sands    Storm Cage                                       Energy Recharge  4
24205     Sands    Storm Cage                                       Energy Recharge  4
24315     Sands    Storm Cage                                       Energy Recharge  4
24605     Sands    Storm Cage                                       Energy Recharge  4
24615     Sands    Storm Cage                                       Energy Recharge  4
24625     Sands    Storm Cage                                       Energy Recharge  4
24735     Sands    Storm Cage                                       Energy Recharge  4
24775     Sands    Storm Cage                                       Energy Recharge  4
24805     Sands    Storm Cage                                       Energy Recharge  4
23571     Goblet   Scarlet Vessel                                   ATK%             4
24201     Goblet   Scarlet Vessel                                   ATK%             4
24311     Goblet   Scarlet Vessel                                   ATK%             4
24601     Goblet   Scarlet Vessel                                   ATK%             4
24611     Goblet   Scarlet Vessel                                   ATK%             4
24621     Goblet   Scarlet Vessel                                   ATK%             4
24731     Goblet   Scarlet Vessel                                   ATK%             4
24771     Goblet   Scarlet Vessel                                   ATK%             4
24801     Goblet   Scarlet Vessel                                   ATK%             4
94513     Goblet   Scarlet Vessel                                   Any              3
94514     Goblet   Scarlet Vessel                                   Any              4
23576     Goblet   Scarlet Vessel                                   HP%              4
23578     Circlet  Ornate Kabuto                                    ATK%             4
24313     Circlet  Ornate Kabuto                                    ATK%             4
94533     Circlet  Ornate Kabuto                                    Any              3
94534     Circlet  Ornate Kabuto                                    Any              4
23573     Circlet  Ornate Kabuto                                    CRIT Rate        4
24103     Circlet  Ornate Kabuto                                    CRIT Rate        4
24203     Circlet  Ornate Kabuto                                    CRIT Rate        4
24603     Circlet  Ornate Kabuto                                    CRIT Rate        4
24613     Circlet  Ornate Kabuto                                    CRIT Rate        4
24623     Circlet  Ornate Kabuto                                    CRIT Rate        4
24733     Circlet  Ornate Kabuto                                    CRIT Rate        4
24773     Circlet  Ornate Kabuto                                    CRIT Rate        4
24803     Circlet  Ornate Kabuto                                    CRIT Rate        4

95543     Flower   Bloom Times                                      Flat HP          3
23584     Flower   Bloom Times                                      Flat HP          4
24294     Flower   Bloom Times                                      Flat HP          4
24304     Flower   Bloom Times                                      Flat HP          4
24814     Flower   Bloom Times                                      Flat HP          4
24824     Flower   Bloom Times                                      Flat HP          4
95544     Flower   Bloom Times                                      Flat HP          4
95523     Plume    Plume of Luxury                                  Flat ATK         3
23582     Plume    Plume of Luxury                                  Flat ATK         4
24292     Plume    Plume of Luxury                                  Flat ATK         4
24302     Plume    Plume of Luxury                                  Flat ATK         4
24812     Plume    Plume of Luxury                                  Flat ATK         4
24822     Plume    Plume of Luxury                                  Flat ATK         4
95524     Plume    Plume of Luxury                                  Flat ATK         4
95553     Sands    Song of Life                                     Any              3
95554     Sands    Song of Life                                     Any              4
23585     Sands    Song of Life                                     DEF%             4
24295     Sands    Song of Life                                     DEF%             4
24305     Sands    Song of Life                                     DEF%             4
24815     Sands    Song of Life                                     DEF%             4
24825     Sands    Song of Life                                     DEF%             4
95513     Goblet   Calabash of Awakening                            Any              3
95514     Goblet   Calabash of Awakening                            Any              4
23586     Goblet   Calabash of Awakening                            DEF%             4
24821     Goblet   Calabash of Awakening                            DEF%             4
23581     Goblet   Calabash of Awakening                            Geo DMG          4
24291     Goblet   Calabash of Awakening                            Geo DMG          4
24301     Goblet   Calabash of Awakening                            Geo DMG          4
24811     Goblet   Calabash of Awakening                            Geo DMG          4
95533     Circlet  Skeletal Hat                                     Any              3
95534     Circlet  Skeletal Hat                                     Any              4
23583     Circlet  Skeletal Hat                                     CRIT Rate        4
24293     Circlet  Skeletal Hat                                     CRIT Rate        4
24303     Circlet  Skeletal Hat                                     CRIT Rate        4
24813     Circlet  Skeletal Hat                                     CRIT Rate        4
23588     Circlet  Skeletal Hat                                     DEF%             4
24823     Circlet  Skeletal Hat                                     DEF%             4

96543     Flower   Sea-Dyed Blossom                                 Flat HP          3
23594     Flower   Sea-Dyed Blossom                                 Flat HP          4
96544     Flower   Sea-Dyed Blossom                                 Flat HP          4
96523     Plume    Deep Palace's Plume                              Flat ATK         3
23592     Plume    Deep Palace's Plume                              Flat ATK         4
96524     Plume    Deep Palace's Plume                              Flat ATK         4
96553     Sands    Cowry of Parting                                 Any              3
96554     Sands    Cowry of Parting                                 Any              4
23595     Sands    Cowry of Parting                                 Energy Recharge  4
23600     Sands    Cowry of Parting                                 HP%              4
96513     Goblet   Pearl Cage                                       Any              3
96514     Goblet   Pearl Cage                                       Any              4
23591     Goblet   Pearl Cage                                       HP%              4
96533     Circlet  Crown of Watatsumi                               Any              3
96534     Circlet  Crown of Watatsumi                               Any              4
23593     Circlet  Crown of Watatsumi                               Healing Bonus    4

97543     Flower   Flowering Life                                   Flat HP          3
23604     Flower   Flowering Life                                   Flat HP          4
97544     Flower   Flowering Life                                   Flat HP          4
97523     Plume    Feather of Nascent Light                         Flat ATK         3
23602     Plume    Feather of Nascent Light                         Flat ATK         4
97524     Plume    Feather of Nascent Light                         Flat ATK         4
23605     Sands    Solar Relic                                      ATK%             4
97553     Sands    Solar Relic                                      Any              3
97554     Sands    Solar Relic                                      Any              4
23601     Goblet   Moment of the Pact                               Anemo DMG        4
97513     Goblet   Moment of the Pact                               Any              3
97514     Goblet   Moment of the Pact                               Any              4
97533     Circlet  Thundering Poise                                 Any              3
97534     Circlet  Thundering Poise                                 Any              4
23603     Circlet  Thundering Poise                                 CRIT DMG         4

98543     Flower   Soulscent Bloom                                  Flat HP          3
23614     Flower   Soulscent Bloom                                  Flat HP          4
98544     Flower   Soulscent Bloom                                  Flat HP          4
98523     Plume    Jade Leaf                                        Flat ATK         3
23612     Plume    Jade Leaf                                        Flat ATK         4
98524     Plume    Jade Leaf                                        Flat ATK         4
23615     Sands    Symbol of Felicitation                           ATK%             4
98553     Sands    Symbol of Felicitation                           Any              3
98554     Sands    Symbol of Felicitation                           Any              4
98513     Goblet   Chalice of the Font                              Any              3
98514     Goblet   Chalice of the Font                              Any              4
23611     Goblet   Chalice of the Font                              Hydro DMG        4
98533     Circlet  Flowing Rings                                    Any              3
98534     Circlet  Flowing Rings                                    Any              4
23613     Circlet  Flowing Rings                                    CRIT DMG         4

20543     Flower   Labyrinth Wayfarer                               Flat HP          3
20544     Flower   Labyrinth Wayfarer                               Flat HP          4
23624     Flower   Labyrinth Wayfarer                               Flat HP          4
20523     Plume    Scholar of Vines                                 Flat ATK         3
20524     Plume    Scholar of Vines                                 Flat ATK         4
23622     Plume    Scholar of Vines                                 Flat ATK         4
20553     Sands    A Time of Insight                                Any              3
20554     Sands    A Time of Insight                                Any              4
23625     Sands    A Time of Insight                                Energy Recharge  4
20513     Goblet   Lamp of the Lost                                 Any              3
20514     Goblet   Lamp of the Lost                                 Any              4
23626     Goblet   Lamp of the Lost                                 Dendro DMG       4
23621     Goblet   Lamp of the Lost                                 Elemental Mastery 4
20533     Circlet  Laurel Coronet                                   Any              3
20534     Circlet  Laurel Coronet                                   Any              4
23623     Circlet  Laurel Coronet                                   CRIT Rate        4

21543     Flower   Dreaming Steelbloom                              Flat HP          3
21544     Flower   Dreaming Steelbloom                              Flat HP          4
23634     Flower   Dreaming Steelbloom                              Flat HP          4
21523     Plume    Feather of Judgment                              Flat ATK         3
21524     Plume    Feather of Judgment                              Flat ATK         4
23632     Plume    Feather of Judgment                              Flat ATK         4
21553     Sands    The Sunken Years                                 Any              3
21554     Sands    The Sunken Years                                 Any              4
23635     Sands    The Sunken Years                                 Elemental Mastery 4
23631     Goblet   Honeyed Final Feast                              ATK%             4
21513     Goblet   Honeyed Final Feast                              Any              3
21514     Goblet   Honeyed Final Feast                              Any              4
21533     Circlet  Shadow of the Sand King                          Any              3
21534     Circlet  Shadow of the Sand King                          Any              4
23638     Circlet  Shadow of the Sand King                          CRIT DMG         4
23633     Circlet  Shadow of the Sand King                          CRIT Rate        4

27543     Flower   The First Days of the City of Kings              Flat HP          3
23644     Flower   The First Days of the City of Kings              Flat HP          4
27544     Flower   The First Days of the City of Kings              Flat HP          4
27523     Plume    End of the Golden Realm                          Flat ATK         3
23642     Plume    End of the Golden Realm                          Flat ATK         4
27524     Plume    End of the Golden Realm                          Flat ATK         4
23645     Sands    Timepiece of the Lost Path                       ATK%             4
27553     Sands    Timepiece of the Lost Path                       Any              3
27554     Sands    Timepiece of the Lost Path                       Any              4
23641     Goblet   Defender of the Enchanting Dream                 Anemo DMG        4
27513     Goblet   Defender of the Enchanting Dream                 Any              3
27514     Goblet   Defender of the Enchanting Dream                 Any              4
27533     Circlet  Legacy of the Desert High-Born                   Any              3
27534     Circlet  Legacy of the Desert High-Born                   Any              4
23643     Circlet  Legacy of the Desert High-Born                   CRIT DMG         4

28543     Flower   Ay-Khanoum's Myriad                              Flat HP          3
23654     Flower   Ay-Khanoum's Myriad                              Flat HP          4
28544     Flower   Ay-Khanoum's Myriad                              Flat HP          4
28523     Plume    Wilting Feast                                    Flat ATK         3
23652     Plume    Wilting Feast                                    Flat ATK         4
28524     Plume    Wilting Feast                                    Flat ATK         4
28553     Sands    A Moment Congealed                               Any              3
28554     Sands    A Moment Congealed                               Any              4
23655     Sands    A Moment Congealed                               Elemental Mastery 4
28513     Goblet   Secret-Keeper's Magic Bottle                     Any              3
28514     Goblet   Secret-Keeper's Magic Bottle                     Any              4
23651     Goblet   Secret-Keeper's Magic Bottle                     Elemental Mastery 4
28533     Circlet  Amethyst Crown                                   Any              3
28534     Circlet  Amethyst Crown                                   Any              4
23653     Circlet  Amethyst Crown                                   Elemental Mastery 4

29543     Flower   Odyssean Flower                                  Flat HP          3
23664     Flower   Odyssean Flower                                  Flat HP          4
29544     Flower   Odyssean Flower                                  Flat HP          4
29523     Plume    Wicked Mage's Plumule                            Flat ATK         3
23662     Plume    Wicked Mage's Plumule                            Flat ATK         4
29524     Plume    Wicked Mage's Plumule                            Flat ATK         4
23665     Sands    Nymph's Constancy                                ATK%             4
29553     Sands    Nymph's Constancy                                Any              3
29554     Sands    Nymph's Constancy                                Any              4
23670     Sands    Nymph's Constancy                                HP%              4
29513     Goblet   Heroes' Tea Party                                Any              3
29514     Goblet   Heroes' Tea Party                                Any              4
23661     Goblet   Heroes' Tea Party                                Hydro DMG        4
29533     Circlet  Fell Dragon's Monocle                            Any              3
29534     Circlet  Fell Dragon's Monocle                            Any              4
23663     Circlet  Fell Dragon's Monocle                            CRIT DMG         4
23668     Circlet  Fell Dragon's Monocle                            CRIT Rate        4

30543     Flower   Stamen of Khvarena's Origin                      Flat HP          3
23674     Flower   Stamen of Khvarena's Origin                      Flat HP          4
30544     Flower   Stamen of Khvarena's Origin                      Flat HP          4
30523     Plume    Vibrant Pinion                                   Flat ATK         3
23672     Plume    Vibrant Pinion                                   Flat ATK         4
30524     Plume    Vibrant Pinion                                   Flat ATK         4
23680     Sands    Ancient Abscission                               ATK%             4
30553     Sands    Ancient Abscission                               Any              3
30554     Sands    Ancient Abscission                               Any              4
23675     Sands    Ancient Abscission                               HP%              4
30513     Goblet   Feast of Boundless Joy                           Any              3
30514     Goblet   Feast of Boundless Joy                           Any              4
23671     Goblet   Feast of Boundless Joy                           Pyro DMG         4
30533     Circlet  Heart of Khvarena's Brilliance                   Any              3
30534     Circlet  Heart of Khvarena's Brilliance                   Any              4
23673     Circlet  Heart of Khvarena's Brilliance                   CRIT DMG         4
23678     Circlet  Heart of Khvarena's Brilliance                   CRIT Rate        4

31543     Flower   Hunter's Brooch                                  Flat HP          3
23684     Flower   Hunter's Brooch                                  Flat HP          4
31544     Flower   Hunter's Brooch                                  Flat HP          4
31523     Plume    Masterpiece's Overture                           Flat ATK         3
23682     Plume    Masterpiece's Overture                           Flat ATK         4
31524     Plume    Masterpiece's Overture                           Flat ATK         4
23685     Sands    Moment of Judgment                               ATK%             4
31553     Sands    Moment of Judgment                               Any              3
31554     Sands    Moment of Judgment                               Any              4
23690     Sands    Moment of Judgment                               HP%              4
23681     Goblet   Forgotten Vessel                                 ATK%             4
31513     Goblet   Forgotten Vessel                                 Any              3
31514     Goblet   Forgotten Vessel                                 Any              4
31533     Circlet  Veteran's Visage                                 Any              3
31534     Circlet  Veteran's Visage                                 Any              4
23688     Circlet  Veteran's Visage                                 CRIT DMG         4
23683     Circlet  Veteran's Visage                                 CRIT Rate        4

32543     Flower   Golden Song's Variation                          Flat HP          3
23694     Flower   Golden Song's Variation                          Flat HP          4
32544     Flower   Golden Song's Variation                          Flat HP          4
32523     Plume    Golden Bird's Shedding                           Flat ATK         3
23692     Plume    Golden Bird's Shedding                           Flat ATK         4
32524     Plume    Golden Bird's Shedding                           Flat ATK         4
23700     Sands    Golden Era's Prelude                             ATK%             4
32553     Sands    Golden Era's Prelude                             Any              3
32554     Sands    Golden Era's Prelude                             Any              4
23699     Sands    Golden Era's Prelude                             DEF%             4
23695     Sands    Golden Era's Prelude                             HP%              4
32513     Goblet   Golden Night's Bustle                            Any              3
32514     Goblet   Golden Night's Bustle                            Any              4
23696     Goblet   Golden Night's Bustle                            Electro DMG      4
23691     Goblet   Golden Night's Bustle                            Hydro DMG        4
32533     Circlet  Golden Troupe's Reward                           Any              3
32534     Circlet  Golden Troupe's Reward                           Any              4
23693     Circlet  Golden Troupe's Reward                           CRIT Rate        4

33543     Flower   Forgotten Oath of Days Past                      Flat HP          3
23704     Flower   Forgotten Oath of Days Past                      Flat HP          4
33544     Flower   Forgotten Oath of Days Past                      Flat HP          4
33523     Plume    Recollection of Days Past                        Flat ATK         3
23702     Plume    Recollection of Days Past                        Flat ATK         4
33524     Plume    Recollection of Days Past                        Flat ATK         4
33553     Sands    Echoing Sound From Days Past                     Any              3
33554     Sands    Echoing Sound From Days Past                     Any              4
23705     Sands    Echoing Sound From Days Past                     Energy Recharge  4
23710     Sands    Echoing Sound From Days Past                     HP%              4
23706     Goblet   Promised Dream of Days Past                      ATK%             4
33513     Goblet   Promised Dream of Days Past                      Any              3
33514     Goblet   Promised Dream of Days Past                      Any              4
23701     Goblet   Promised Dream of Days Past                      HP%              4
23708     Circlet  Poetry of Days Past                              ATK%             4
33533     Circlet  Poetry of Days Past                              Any              3
33534     Circlet  Poetry of Days Past                              Any              4
23703     Circlet  Poetry of Days Past                              Healing Bonus    4

34543     Flower   Selfless Floral Accessory                        Flat HP          3
23714     Flower   Selfless Floral Accessory                        Flat HP          4
34544     Flower   Selfless Floral Accessory                        Flat HP          4
34523     Plume    Honest Quill                                     Flat ATK         3
23712     Plume    Honest Quill                                     Flat ATK         4
34524     Plume    Honest Quill                                     Flat ATK         4
23715     Sands    Faithful Hourglass                               ATK%             4
34553     Sands    Faithful Hourglass                               Any              3
34554     Sands    Faithful Hourglass                               Any              4
34513     Goblet   Magnanimous Ink Bottle                           Any              3
34514     Goblet   Magnanimous Ink Bottle                           Any              4
23711     Goblet   Magnanimous Ink Bottle                           Geo DMG          4
34533     Circlet  Compassionate Ladies' Hat                        Any              3
34534     Circlet  Compassionate Ladies' Hat                        Any              4
23718     Circlet  Compassionate Ladies' Hat                        CRIT DMG         4
23713     Circlet  Compassionate Ladies' Hat                        CRIT Rate        4

35543     Flower   Harmonious Symphony Prelude                      Flat HP          3
23724     Flower   Harmonious Symphony Prelude                      Flat HP          4
35544     Flower   Harmonious Symphony Prelude                      Flat HP          4
35523     Plume    Ancient Sea's Nocturnal Musing                   Flat ATK         3
23722     Plume    Ancient Sea's Nocturnal Musing                   Flat ATK         4
35524     Plume    Ancient Sea's Nocturnal Musing                   Flat ATK         4
23725     Sands    The Grand Jape of the Turning of Fate            ATK%             4
35553     Sands    The Grand Jape of the Turning of Fate            Any              3
35554     Sands    The Grand Jape of the Turning of Fate            Any              4
35513     Goblet   Ichor Shower Rhapsody                            Any              3
35514     Goblet   Ichor Shower Rhapsody                            Any              4
23726     Goblet   Ichor Shower Rhapsody                            Electro DMG      4
23721     Goblet   Ichor Shower Rhapsody                            Pyro DMG         4
35533     Circlet  Whimsical Dance of the Withered                  Any              3
35534     Circlet  Whimsical Dance of the Withered                  Any              4
23723     Circlet  Whimsical Dance of the Withered                  CRIT Rate        4

36543     Flower   Dark Fruit of Bright Flowers                     Flat HP          3
23734     Flower   Dark Fruit of Bright Flowers                     Flat HP          4
36544     Flower   Dark Fruit of Bright Flowers                     Flat HP          4
36523     Plume    Faded Emerald Tail                               Flat ATK         3
23732     Plume    Faded Emerald Tail                               Flat ATK         4
36524     Plume    Faded Emerald Tail                               Flat ATK         4
23735     Sands    Moment of Attainment                             ATK%             4
36553     Sands    Moment of Attainment                             Any              3
36554     Sands    Moment of Attainment                             Any              4
36513     Goblet   The Wine-Flask Over Which the Plan Was Hatched   Any              3
36514     Goblet   The Wine-Flask Over Which the Plan Was Hatched   Any              4
23731     Goblet   The Wine-Flask Over Which the Plan Was Hatched   Dendro DMG       4
23736     Goblet   The Wine-Flask Over Which the Plan Was Hatched   Pyro DMG         4
36533     Circlet  Crownless Crown                                  Any              3
36534     Circlet  Crownless Crown                                  Any              4
23733     Circlet  Crownless Crown                                  CRIT Rate        4

37543     Flower   Beast Tamer's Talisman                           Flat HP          3
23744     Flower   Beast Tamer's Talisman                           Flat HP          4
37544     Flower   Beast Tamer's Talisman                           Flat HP          4
37523     Plume    Mountain Ranger's Marker                         Flat ATK         3
23742     Plume    Mountain Ranger's Marker                         Flat ATK         4
37524     Plume    Mountain Ranger's Marker                         Flat ATK         4
37553     Sands    Mystic's Gold Dial                               Any              3
37554     Sands    Mystic's Gold Dial                               Any              4
23745     Sands    Mystic's Gold Dial                               Energy Recharge  4
23747     Goblet   Mountain Ranger's Marker                         ATK%             4
37513     Goblet   Wandering Scholar's Claw Cup                     Any              3
37514     Goblet   Wandering Scholar's Claw Cup                     Any              4
23741     Goblet   Wandering Scholar's Claw Cup                     DEF%             4
23746     Goblet   Wandering Scholar's Claw Cup                     Elemental Mastery 4
23748     Circlet  Demon-Warrior's Feather Mask                     ATK%             4
37533     Circlet  Demon-Warrior's Feather Mask                     Any              3
37534     Circlet  Demon-Warrior's Feather Mask                     Any              4
23743     Circlet  Demon-Warrior's Feather Mask                     DEF%             4

38543     Flower   Reckoning of the Xenogenic                       Flat HP          3
23754     Flower   Reckoning of the Xenogenic                       Flat HP          4
38544     Flower   Reckoning of the Xenogenic                       Flat HP          4
38523     Plume    Root of the Spirit-Marrow                        Flat ATK         3
23752     Plume    Root of the Spirit-Marrow                        Flat ATK         4
38524     Plume    Root of the Spirit-Marrow                        Flat ATK         4
23755     Sands    Myths of the Night Realm                         ATK%             4
38553     Sands    Myths of the Night Realm                         Any              3
38554     Sands    Myths of the Night Realm                         Any              4
23760     Sands    Myths of the Night Realm                         HP%              4
23751     Goblet   Pre-Banquet of the Contenders                    ATK%             4
38513     Goblet   Pre-Banquet of the Contenders                    Any              3
38514     Goblet   Pre-Banquet of the Contenders                    Any              4
38533     Circlet  Crown of the Saints                              Any              3
38534     Circlet  Crown of the Saints                              Any              4
23753     Circlet  Crown of the Saints                              CRIT DMG         4

39543     Flower   Lightkeeper's Pledge                             Flat HP          3
23764     Flower   Lightkeeper's Pledge                             Flat HP          4
39544     Flower   Lightkeeper's Pledge                             Flat HP          4
39523     Plume    Nightingale's Tail Feather                       Flat ATK         3
23762     Plume    Nightingale's Tail Feather                       Flat ATK         4
39524     Plume    Nightingale's Tail Feather                       Flat ATK         4
23765     Sands    Undying One's Mourning Bell                      ATK%             4
39553     Sands    Undying One's Mourning Bell                      Any              3
39554     Sands    Undying One's Mourning Bell                      Any              4
39513     Goblet   A Horn Unwinded                                  Any              3
39514     Goblet   A Horn Unwinded                                  Any              4
23761     Goblet   A Horn Unwinded                                  Electro DMG      4
39533     Circlet  Dyed Tassel                                      Any              3
39534     Circlet  Dyed Tassel                                      Any              4
23768     Circlet  Dyed Tassel                                      CRIT DMG         4
23763     Circlet  Dyed Tassel                                      CRIT Rate        4

40543     Flower   Deep Gallery's Echoing Song                      Flat HP          3
23774     Flower   Deep Gallery's Echoing Song                      Flat HP          4
40544     Flower   Deep Gallery's Echoing Song                      Flat HP          4
40523     Plume    Deep Gallery's Distant Pact                      Flat ATK         3
23772     Plume    Deep Gallery's Distant Pact                      Flat ATK         4
40524     Plume    Deep Gallery's Distant Pact                      Flat ATK         4
23775     Sands    Deep Gallery's Moment of Oblivion                ATK%             4
40553     Sands    Deep Gallery's Moment of Oblivion                Any              3
40554     Sands    Deep Gallery's Moment of Oblivion                Any              4
40513     Goblet   Deep Gallery's Bestowed Banquet                  Any              3
40514     Goblet   Deep Gallery's Bestowed Banquet                  Any              4
23771     Goblet   Deep Gallery's Bestowed Banquet                  Cryo DMG         4
40533     Circlet  Deep Gallery's Lost Crown                        Any              3
40534     Circlet  Deep Gallery's Lost Crown                        Any              4
23773     Circlet  Deep Gallery's Lost Crown                        CRIT Rate        4

41543     Flower   Bloom of the Mind's Desire                       Flat HP          3
23784     Flower   Bloom of the Mind's Desire                       Flat HP          4
41544     Flower   Bloom of the Mind's Desire                       Flat HP          4
41523     Plume    Feather of Indelible Sin                         Flat ATK         3
23782     Plume    Feather of Indelible Sin                         Flat ATK         4
41524     Plume    Feather of Indelible Sin                         Flat ATK         4
23785     Sands    Revelation's Toll                                ATK%             4
41553     Sands    Revelation's Toll                                Any              3
41554     Sands    Revelation's Toll                                Any              4
23790     Sands    Revelation's Toll                                Elemental Mastery 4
23781     Goblet   Vessel of Plenty                                 ATK%             4
41513     Goblet   Vessel of Plenty                                 Any              3
41514     Goblet   Vessel of Plenty                                 Any              4
23786     Goblet   Vessel of Plenty                                 Elemental Mastery 4
41533     Circlet  Crown of the Befallen                            Any              3
41534     Circlet  Crown of the Befallen                            Any              4
23788     Circlet  Crown of the Befallen                            CRIT DMG         4
23783     Circlet  Crown of the Befallen                            CRIT Rate        4

42543     Flower   Crystal Tear of the Wanderer                     Flat HP          3
23794     Flower   Crystal Tear of the Wanderer                     Flat HP          4
42544     Flower   Crystal Tear of the Wanderer                     Flat HP          4
42523     Plume    Pristine Plume of the Blessed                    Flat ATK         3
23792     Plume    Pristine Plume of the Blessed                    Flat ATK         4
42524     Plume    Pristine Plume of the Blessed                    Flat ATK         4
42553     Sands    Frost Devotee's Delirium                         Any              3
42554     Sands    Frost Devotee's Delirium                         Any              4
23800     Sands    Frost Devotee's Delirium                         Elemental Mastery 4
23795     Sands    Frost Devotee's Delirium                         Energy Recharge  4
42513     Goblet   Joyous Glory of the Pure                         Any              3
42514     Goblet   Joyous Glory of the Pure                         Any              4
23791     Goblet   Joyous Glory of the Pure                         Elemental Mastery 4
42533     Circlet  Holy Crown of the Believer                       Any              3
42534     Circlet  Holy Crown of the Believer                       Any              4
23793     Circlet  Holy Crown of the Believer                       Elemental Mastery 4

43543     Flower   Moonlit Offering's Opulent Dream                 Flat HP          3
23804     Flower   Moonlit Offering's Opulent Dream                 Flat HP          4
43544     Flower   Moonlit Offering's Opulent Dream                 Flat HP          4
43523     Plume    Moonlit Offering's Parting Light                 Flat ATK         3
23802     Plume    Moonlit Offering's Parting Light                 Flat ATK         4
43524     Plume    Moonlit Offering's Parting Light                 Flat ATK         4
23810     Sands    Moonlit Offering's Final Hour                    ATK%             4
43553     Sands    Moonlit Offering's Final Hour                    Any              3
43554     Sands    Moonlit Offering's Final Hour                    Any              4
23809     Sands    Moonlit Offering's Final Hour                    DEF%             4
23805     Sands    Moonlit Offering's Final Hour                    HP%              4
23807     Goblet   Moonlit Offering's Libation                      ATK%             4
43513     Goblet   Moonlit Offering's Libation                      Any              3
43514     Goblet   Moonlit Offering's Libation                      Any              4
23806     Goblet   Moonlit Offering's Libation                      DEF%             4
23801     Goblet   Moonlit Offering's Libation                      HP%              4
43533     Circlet  Moonlit Offering's Silver Crown                  Any              3
43534     Circlet  Moonlit Offering's Silver Crown                  Any              4
23808     Circlet  Moonlit Offering's Silver Crown                  CRIT DMG         4
